"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SL","2019-05-05","86.4","2.34","5.81","Erlin, Robbie",641355,572362,,"called_strike",,,,,"13","Cody Bellinger strikes out swinging.","R","L","L","SD","LAD","S",,,"0","0",2019,"-0.34","0.69","-0.34","1.64",,,,"2","8","Top",,,,,"642336",,,-5.67424025087639,-125.667952546353,-5.12381137420709,-2.52601158184572,22.8631587254803,-24.1186729019615,"3.98","1.9",,,,"86.3","2577","6",566292,572362,"642336","543333","435079","594824","592518","571976","622534","614177","54.48",,,,,,,,"63","1","Slider","4","5","5","4","5","4","5","4","Strategic","Standard","206","0","-0.019"
"SL","2019-05-05","81.2","2.7","5.81","Margevicius, Nick",501896,676606,,"blocked_ball",,,,,"13","David Freese walks.","R","R","L","SD","LAD","B",,,"2","2",2019,"-0.23","0","-0.48","0.92",,"608369",,"2","1","Top",,,,,"642336",,,-6.61522374411948,-118.155162550813,-4.39014336575932,-1.05498594394038,19.5980361452308,-31.6446532411129,"3.45","1.69",,,,"81","1950","5.9",566292,676606,"642336","543333","435079","594824","592518","543105","571976","614177","54.62",,,,,,,,"4","5","Slider","0","0","0","0","0","0","0","0","Standard","Standard","269","0","0.058"
"FF","2019-05-05","90.1","2.36","5.75","Erlin, Robbie",605131,572362,"field_out","hit_into_play",,,,,"5","Austin Barnes grounds out, second baseman Ian Kinsler to first baseman Eric Hosmer.","R","R","L","SD","LAD","X","4","ground_ball","0","0",2019,"0.75","1.29","-0.26","2.30",,,,"1","8","Top",138.37,138.35,,,"642336",,,-8.16998848590775,-131.07080327834,-5.46756667894566,10.3441202176549,24.092410112366,-16.1890052810446,"3.26","1.53","98","96.1","3","91.2","2382","6.7",566292,572362,"642336","543333","435079","594824","592518","571976","622534","614177","53.84","0.467","0.438","0","1","0","0","4","62","1","4-Seam Fastball","4","5","5","4","5","4","5","4","Standard","Standard","150","0.016","-0.178"
"SL","2019-05-05","80.8","2.63","5.95","Margevicius, Nick",501896,676606,,"swinging_strike",,,,,"6","David Freese walks.","R","R","L","SD","LAD","S",,,"2","1",2019,"-0.45","0.22","0.50","2.30",,"608369",,"2","1","Top",,,,,"642336",,,-3.88804815353956,-117.655815976689,-1.96167586254172,-3.46924741861876,20.2423155180219,-29.9915019006718,"3.55","1.65",,,,"81","1848","6.2",566292,676606,"642336","543333","435079","594824","592518","543105","571976","614177","54.32",,,,,,,,"4","4","Slider","0","0","0","0","0","0","0","0","Standard","Standard","243","0","-0.071"
"FF","2019-05-05","90.6","-1.24","5.63","Warren, Adam",608369,476589,,"ball",,,,,"13","Corey Seager lines out to right fielder Franmil Reyes.","R","L","R","SD","LAD","B",,,"1","0",2019,"-0.58","1.23","-1.11","2.25",,,,"2","9","Top",,,,,"642336",,,1.56344522340866,-131.979936469407,-5.18980634001614,-7.10307354333949,25.9405955260572,-16.9255082639779,"3.47","1.56",,,,"90.9","2021","6.2",566292,476589,"642336","543333","435079","594824","592518","571976","622534","614177","54.29",,,,,,,,"69","2","4-Seam Fastball","4","5","5","4","5","4","5","4","Standard","Strategic","205","0","0.025"
"SL","2019-05-05","88.6","2.34","5.79","Erlin, Robbie",657077,572362,"strikeout","swinging_strike",,,,,"13","Alex Verdugo strikes out swinging.","R","L","L","SD","LAD","S","2",,"1","2",2019,"-0.34","0.76","-0.51","0.93",,,,"0","8","Top",,,,,"642336",,,-6.20755687840797,-128.768691200042,-7.34270239297814,-2.63012707489917,23.1159619333778,-22.7320617163527,"3.52","1.59",,,,"88.2","2480","5.8",566292,572362,"642336","543333","435079","594824","592518","571976","622534","614177","54.69",,,"0","1","0","0",,"61","4","Slider","4","5","5","4","5","4","5","4","Strategic","Standard","204","0.022","-0.175"
"FF","2019-05-05","89.8","2.44","5.97","Margevicius, Nick",501896,676606,,"ball",,,,,"6","David Freese walks.","R","R","L","SD","LAD","B",,,"1","1",2019,"0.12","1.47","0.68","2.59",,"608369",,"2","1","Top",,,,,"642336",,,-4.61171940793241,-130.715094945844,-5.51567039336643,2.32631011651879,26.1242889837616,-14.4181446210681,"3.55","1.62",,,,"89.9","2190","6.2",566292,676606,"642336","543333","435079","594824","592518","543105","571976","614177","54.31",,,,,,,,"4","3","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","175","0","0.033"
"SL","2019-05-05","85.0","-1.41","5.63","Warren, Adam",608369,476589,,"ball",,,,,"14","Corey Seager lines out to right fielder Franmil Reyes.","R","L","R","SD","LAD","B",,,"0","0",2019,"0.61","0.26","0.53","1.02",,,,"2","9","Top",,,,,"642336",,,3.32125992947293,-123.613768988697,-4.97112386452646,5.53584924726152,23.5557862592583,-28.8777553111454,"3.59","1.5",,,,"84.4","2198","5.8",566292,476589,"642336","543333","435079","594824","592518","571976","622534","614177","54.69",,,,,,,,"69","1","Slider","4","5","5","4","5","4","5","4","Standard","Strategic","113","0","0.015"
"CH","2019-05-05","81.9","2.55","5.66","Erlin, Robbie",657077,572362,,"swinging_strike",,,,,"14","Alex Verdugo strikes out swinging.","R","L","L","SD","LAD","S",,,"1","1",2019,"0.87","0.42","0.58","0.45",,,,"0","8","Top",,,,,"642336",,,-6.04560146649001,-118.96000203716,-5.95124869703344,9.25654512453133,21.1583371106977,-27.4082638410865,"3.52","1.59",,,,"81.3","1571","5.8",566292,572362,"642336","543333","435079","594824","592518","571976","622534","614177","54.71",,,,,,,,"61","3","Changeup","4","5","5","4","5","4","5","4","Strategic","Standard","116","0","-0.061"
"SL","2019-05-05","81.5","2.75","5.85","Margevicius, Nick",501896,676606,,"foul",,,,,"8","David Freese walks.","R","R","L","SD","LAD","S",,,"1","0",2019,"-0.32","0.35","-0.19","1.69",,"608369",,"2","1","Top",,,,,"642336",,,-5.98403374762361,-118.554470345333,-3.44038257656166,-1.90854184471198,21.0838244704301,-28.5069849262137,"3.55","1.65",,,,"81.5","1827","6.1",566292,676606,"642336","543333","435079","594824","592518","543105","571976","614177","54.36",,,,,,,,"4","2","Slider","0","0","0","0","0","0","0","0","Standard","Standard","222","0","-0.052"
"SL","2019-05-05","86.2","-1.12","5.68","Warren, Adam",457759,476589,"field_out","hit_into_play",,,,,"14","Justin Turner grounds out, shortstop Manny Machado to first baseman Eric Hosmer.","R","R","R","SD","LAD","X","6","ground_ball","2","2",2019,"0.34","0.46","0.41","1.37",,,,"1","9","Top",104.97,148.41,,,"642336",,,2.94246398463441,-125.516903093928,-4.95795616562231,2.97063279426412,22.9804490803978,-26.6963392857007,"3.5","1.57","15","104.0","-5","85.9","2219","5.9",566292,476589,"642336","543333","435079","594824","592518","571976","622534","614177","54.65","0.327","0.294","0","1","0","0","2","68","6","Slider","4","5","5","4","5","4","5","4","Standard","Standard","144","0.012","-0.156"
"FF","2019-05-05","92.5","-0.91","5.68","Warren, Adam",457759,476589,,"foul",,,,,"9","Justin Turner grounds out, shortstop Manny Machado to first baseman Eric Hosmer.","R","R","R","SD","LAD","S",,,"2","2",2019,"-0.31","1.37","0.44","2.02",,,,"1","9","Top",,,,,"642336",,,4.11528803821294,-134.55662931935,-6.50085088571853,-4.63942333727022,26.8085200319585,-14.4554100421973,"3.47","1.61","255","82.3","41","92.6","2140","6.2",566292,476589,"642336","543333","435079","594824","592518","571976","622534","614177","54.34",,,,,,,,"68","5","4-Seam Fastball","4","5","5","4","5","4","5","4","Standard","Standard","193","0","0"
"FF","2019-05-05","88.8","2.37","6.01","Margevicius, Nick",501896,676606,,"ball",,,,,"13","David Freese walks.","R","R","L","SD","LAD","B",,,"0","0",2019,"0.45","1.41","-0.27","0.96",,"608369",,"2","1","Top",,,,,"642336",,,-7.37565860407644,-128.865960792618,-9.17236822579736,6.46295213380092,26.3181208874848,-14.9160672756841,"3.48","1.73",,,,"88.5","2174","6.2",566292,676606,"642336","543333","435079","594824","592518","543105","571976","614177","54.29",,,,,,,,"4","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","162","0","0.026"
"CU","2019-05-05","77.1","2.41","5.67","Erlin, Robbie",657077,572362,,"ball",,,,,"13","Alex Verdugo strikes out swinging.","R","L","L","SD","LAD","B",,,"0","1",2019,"-0.68","-1.49","-1.82","-0.51",,,,"0","8","Top",,,,,"642336",,,-7.66343070326407,-111.883716888992,-3.35542919643866,-4.03622719040363,22.6141323219312,-43.9315035384913,"3.66","1.67",,,,"75.9","2498","5.8",566292,572362,"642336","543333","435079","594824","592518","571976","622534","614177","54.65",,,,,,,,"61","2","Curveball","4","5","5","4","5","4","5","4","Strategic","Standard","335","0","0.027"
"FF","2019-05-05","93.1","-1.11","5.39","Maton, Phil",592626,664208,"field_out","hit_into_play",,,,,"8","Joc Pederson grounds out, first baseman Eric Hosmer to pitcher Phil Maton.","R","L","R","SD","LAD","X","3","ground_ball","0","0",2019,"-0.26","1.17","0.14","2.20",,,,"2","7","Top",147.36,158.7,,,"642336",,,3.82663876859482,-135.623561638269,-5.14404517539087,-4.05862773079701,26.820182209726,-16.5713005129509,"3.58","1.68","4","93.4","-30","94.4","2638","6.8",566292,664208,"642336","543333","435079","594824","592518","543105","571976","614177","53.7","0.093","0.084","0","1","0","0","2","55","1","4-Seam Fastball","4","3","3","4","3","4","3","4","Strategic","Standard","193","0.02","-0.115"
"FF","2019-05-05","94.1","-1.05","5.34","Maton, Phil",608369,664208,"field_out","hit_into_play",,,,,"9","Corey Seager flies out to left fielder Alex Dickerson.","R","L","R","SD","LAD","X","7","fly_ball","0","1",2019,"-0.35","1.12","0.57","2.10",,,,"1","7","Top",104.97,79.36,,,"642336",,,5.04666147352388,-137.065209699787,-5.36676448908789,-5.48616957311424,27.0006616130489,-16.740621487802,"3.5","1.57","304","90.4","41","95.6","2714","6.9",566292,664208,"642336","543333","435079","594824","592518","543105","571976","614177","53.64","0.007","0.006","0","1","0","0","3","54","2","4-Seam Fastball","4","3","3","4","3","4","3","4","Standard","Strategic","197","0.031","-0.147"
"SL","2019-05-05","81.5","2.57","5.89","Margevicius, Nick",608369,676606,"double","hit_into_play",,,,,"13","Corey Seager doubles (9) on a ground ball to left fielder Alex Dickerson.","R","L","L","SD","LAD","X","7","ground_ball","0","1",2019,"-0.32","0.28","-1.07","2.14",,,,"2","1","Top",88.01,164.41,,,"642336",,,-7.48741758945791,-118.392476428759,-2.31834978380041,-1.51467178928151,22.6775480598801,-29.40704224426,"3.5","1.57","13","63.2","-9","80.8","1999","5.9",566292,676606,"642336","543333","435079","594824","592518","543105","571976","614177","54.61","0.047","0.042","1.25","1","1","1","2","3","2","Slider","0","0","0","0","0","0","0","0","Strategic","Strategic","229","-0.022","0.248"
"CH","2019-05-05","84.8","-1.17","5.55","Warren, Adam",457759,476589,,"swinging_strike",,,,,"13","Justin Turner grounds out, shortstop Manny Machado to first baseman Eric Hosmer.","R","R","R","SD","LAD","S",,,"2","1",2019,"-1.35","0.38","-0.10","0.81",,,,"1","9","Top",,,,,"642336",,,5.17166655814423,-123.295832066411,-5.48686644748447,-14.6744070064792,23.0099422060381,-27.4994296541539,"3.47","1.61",,,,"84.7","1716","6.1",566292,476589,"642336","543333","435079","594824","592518","571976","622534","614177","54.36",,,,,,,,"68","4","Changeup","4","5","5","4","5","4","5","4","Standard","Standard","254","0","-0.053"
"FF","2019-05-05","90.8","2.28","5.82","Erlin, Robbie",657077,572362,,"called_strike",,,,,"7","Alex Verdugo strikes out swinging.","R","L","L","SD","LAD","S",,,"0","0",2019,"0.17","1.48","-0.32","2.08",,,,"0","8","Top",,,,,"642336",,,-6.78374594686489,-131.958581466372,-6.51673241865551,3.26781406638178,25.447566024164,-14.0521427078315,"3.64","1.62",,,,"90.3","2405","5.9",566292,572362,"642336","543333","435079","594824","592518","571976","622534","614177","54.64",,,,,,,,"61","1","4-Seam Fastball","4","5","5","4","5","4","5","4","Strategic","Standard","173","0","-0.039"
"FF","2019-05-05","93.2","-1.21","5.34","Maton, Phil",608369,664208,,"foul",,,,,"6","Corey Seager flies out to left fielder Alex Dickerson.","R","L","R","SD","LAD","S",,,"0","0",2019,"0.29","0.96","0.79","2.80",,,,"1","7","Top",,,,,"642336",,,4.51736544219356,-135.798158353294,-2.93522506919569,2.56547549761534,29.8081132551699,-19.7286683060531,"3.5","1.57","99","56.2","14","93.8","2585","6.5",566292,664208,"642336","543333","435079","594824","592518","543105","571976","614177","53.95",,,,,,,,"54","1","4-Seam Fastball","4","3","3","4","3","4","3","4","Strategic","Strategic","164","0","-0.03"
"FF","2019-05-05","87.9","2.33","6.06","Margevicius, Nick",608369,676606,,"foul",,,,,"7","Corey Seager doubles (9) on a ground ball to left fielder Alex Dickerson.","R","L","L","SD","LAD","S",,,"0","0",2019,"-0.12","1.75","-0.43","2.02",,,,"2","1","Top",,,,,"642336",,,-6.418913485467,-127.598178481824,-7.23016415818338,0.0922168238163639,27.846434260483,-11.786184228279,"3.5","1.57","99","66.6","10","87.5","2077","6.3",566292,676606,"642336","543333","435079","594824","592518","543105","571976","614177","54.2",,,,,,,,"3","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Strategic","Strategic","184","0","-0.019"
"SL","2019-05-05","86.3","-1.15","5.74","Warren, Adam",457759,476589,,"ball",,,,,"14","Justin Turner grounds out, shortstop Manny Machado to first baseman Eric Hosmer.","R","R","R","SD","LAD","B",,,"1","1",2019,"0.41","0.45","1.08","1.31",,,,"1","9","Top",,,,,"642336",,,4.44863074155447,-125.593273741897,-5.21708239271537,3.45056658461645,22.3866255914912,-26.7686715998981,"3.51","1.7",,,,"86","2256","5.8",566292,476589,"642336","543333","435079","594824","592518","571976","622534","614177","54.7",,,,,,,,"68","3","Slider","4","5","5","4","5","4","5","4","Standard","Standard","138","0","0.04"
"FT","2019-05-05","89.3","2.41","5.66","Erlin, Robbie",621035,572362,"home_run","hit_into_play",,,,,"8","Chris Taylor homers (3) on a line drive to left field.   Max Muncy scores.","R","R","L","SD","LAD","X",,"line_drive","1","0",2019,"1.03","0.94","-0.21","2.18",,,"571970","0","8","Top",40.48,63.79,,,"642336",,,-8.62245446295583,-129.856759974074,-4.59806483890837,13.4003410567844,24.2148676940082,-20.7627828582663,"3.48","1.62","376","108.3","21","89.9","2201","6.4",566292,572362,"642336","543333","435079","594824","592518","571976","622534","614177","54.07","0.933","1.537","2","1","0","3","6","60","2","2-Seam Fastball","4","3","3","4","5","4","5","4","Standard","Standard","132","-0.418","1.502"
"FF","2019-05-05","93.4","-0.96","5.34","Maton, Phil",457759,664208,"field_out","hit_into_play",,,,,"6","Justin Turner flies out to right fielder Franmil Reyes.","R","R","R","SD","LAD","X","9","fly_ball","0","1",2019,"0.11","1.14","0.36","2.30",,,,"0","7","Top",187.34,121.15,,,"642336",,,3.18854178879498,-136.20358664621,-4.7560451340726,0.791961075051053,27.8761949773015,-16.8703566877228,"3.47","1.61","254","93.5","51","94.9","2689","6.9",566292,664208,"642336","543333","435079","594824","592518","543105","571976","614177","53.59","0.007","0.008","0","1","0","0","3","53","2","4-Seam Fastball","4","3","3","4","3","4","3","4","Standard","Standard","174","0.043","-0.208"
"FF","2019-05-05","90.2","-1.14","5.69","Warren, Adam",457759,476589,,"called_strike",,,,,"13","Justin Turner grounds out, shortstop Manny Machado to first baseman Eric Hosmer.","R","R","R","SD","LAD","S",,,"1","0",2019,"-0.59","1.31","-0.33","1.53",,,,"1","9","Top",,,,,"642336",,,3.23071444467063,-131.171267588207,-7.11056097577124,-7.38739954307238,27.2546570091266,-15.9158758976653,"3.5","1.66",,,,"89.9","2124","6.1",566292,476589,"642336","543333","435079","594824","592518","571976","622534","614177","54.41",,,,,,,,"68","2","4-Seam Fastball","4","5","5","4","5","4","5","4","Standard","Standard","204","0","-0.037"
"FF","2019-05-05","87.2","2.43","6.06","Margevicius, Nick",457759,676606,"field_out","hit_into_play",,,,,"6","Justin Turner flies out to right fielder Franmil Reyes.","R","R","L","SD","LAD","X","9","fly_ball","3","1",2019,"0.05","1.53","0.62","2.44",,,,"1","1","Top",187.95,89.05,,,"642336",,,-4.4939001611501,-126.946423660471,-5.73259832126466,1.46040567970436,25.0433493231781,-14.6040584823934,"3.5","1.57","307","93.4","38","87.7","2090","6.5",566292,676606,"642336","543333","435079","594824","592518","543105","571976","614177","54.01","0.067","0.117","0","1","0","0","3","2","5","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","178","0.015","-0.292"
"FT","2019-05-05","88.7","2.53","5.8","Erlin, Robbie",621035,572362,,"ball",,,,,"14","Chris Taylor homers (3) on a line drive to left field.   Max Muncy scores.","R","R","L","SD","LAD","B",,,"0","0",2019,"0.99","1.06","1.50","2.30",,,"571970","0","8","Top",,,,,"642336",,,-4.55532621205927,-129.19843818107,-4.764735072042,11.9293608793781,24.2250495943669,-19.5986385864282,"3.46","1.63",,,,"89","2229","6.2",566292,572362,"642336","543333","435079","594824","592518","571976","622534","614177","54.28",,,,,,,,"60","1","2-Seam Fastball","4","3","3","4","3","4","3","4","Standard","Standard","137","0","0.071"
"FF","2019-05-05","88.0","2.32","6.08","Margevicius, Nick",457759,676606,,"called_strike",,,,,"6","Justin Turner flies out to right fielder Franmil Reyes.","R","R","L","SD","LAD","S",,,"3","0",2019,"0.14","1.36","0.65","2.29",,,,"1","1","Top",,,,,"642336",,,-4.30888655468696,-127.974961076107,-5.89965658764957,2.33850758460826,24.5856257922074,-16.3630990251163,"3.5","1.65",,,,"88","2076","6.1",566292,676606,"642336","543333","435079","594824","592518","543105","571976","614177","54.36",,,,,,,,"2","4","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","174","0","-0.05"
"SL","2019-05-05","88.1","2.22","5.83","Erlin, Robbie",571970,572362,"walk","ball",,,,,"13","Max Muncy walks.","R","L","L","SD","LAD","B",,,"3","2",2019,"-0.18","0.58","-1.00","1.91",,,,"0","8","Top",,,,,"642336",,,-7.37590914831883,-128.150182294708,-4.6268629889787,-0.618416722225862,22.6744091143676,-25.2881745554458,"3.29","1.55",,,,"87.6","2424","5.7",566292,572362,"642336","543333","435079","594824","592518","571976","622534","614177","54.8",,,"0.7","1","0","0",,"59","6","Slider","4","3","3","4","3","4","3","4","Infield shift","Strategic","197","-0.088","0.341"
"SL","2019-05-05","86.3","-1.12","5.71","Warren, Adam",457759,476589,,"ball",,,,,"14","Justin Turner grounds out, shortstop Manny Machado to first baseman Eric Hosmer.","R","R","R","SD","LAD","B",,,"0","0",2019,"0.57","0.33","0.81","1.03",,,,"1","9","Top",,,,,"642336",,,3.43684269445817,-125.53190127327,-5.49541705118763,5.17291618068336,25.7193506535432,-27.8798438732103,"3.57","1.59",,,,"85.5","2246","5.8",566292,476589,"642336","543333","435079","594824","592518","571976","622534","614177","54.67",,,,,,,,"68","1","Slider","4","5","5","4","5","4","5","4","Standard","Standard","120","0","0.028"
"FC","2019-05-05","84.7","-1.29","5.25","Maton, Phil",457759,664208,,"foul",,,,,"8","Justin Turner flies out to right fielder Franmil Reyes.","R","R","R","SD","LAD","S",,,"0","0",2019,"1.15","-0.63","0.00","1.58",,,,"0","7","Top",,,,,"642336",,,0.738331095171844,-123.344646654496,-0.988199033815592,11.3650473513878,25.1235969926635,-38.5070095087812,"3.47","1.61",,,,"84.2","2873","6",566292,664208,"642336","543333","435079","594824","592518","543105","571976","614177","54.53",,,,,,,,"53","1","Cutter","4","3","3","4","3","4","3","4","Standard","Standard","61","0","-0.039"
"FF","2019-05-05","89.9","-1.07","5.67","Warren, Adam",571771,476589,"field_out","hit_into_play",,,,,"5","Enrique Hernandez flies out sharply to left fielder Wil Myers.","R","R","R","SD","LAD","X","7","fly_ball","2","2",2019,"-0.41","1.34","-0.12","2.71",,,,"0","9","Top",43.4,72.59,,,"642336",,,3.2238572836547,-130.857855060406,-4.18379580572394,-5.37513247628217,27.4035967141186,-16.2224283473495,"3.26","1.56","354","103.0","46","89.8","2083","6.2",566292,476589,"642336","543333","435079","594824","592518","571976","622534","614177","54.29","0.12","0.22","0","1","0","0","3","67","5","4-Seam Fastball","4","5","5","4","5","4","5","4","Standard","Standard","197","0.016","-0.217"
"FF","2019-05-05","88.9","2.35","5.98","Margevicius, Nick",457759,676606,,"ball",,,,,"12","Justin Turner flies out to right fielder Franmil Reyes.","R","R","L","SD","LAD","B",,,"2","0",2019,"0.22","1.51","0.90","2.70",,,,"1","1","Top",,,,,"642336",,,-4.02955731135841,-129.451957911005,-5.22282107494266,3.28744195124424,24.6531821129281,-14.3038049143625,"3.55","1.64",,,,"89.5","2229","6.4",566292,676606,"642336","543333","435079","594824","592518","543105","571976","614177","54.09",,,,,,,,"2","3","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","172","0","0.086"
"FC","2019-05-05","85.0","-1.42","5.26","Maton, Phil",571771,664208,"strikeout","swinging_strike",,,,,"14","Enrique Hernandez strikes out swinging.","R","R","R","SD","LAD","S","2",,"2","2",2019,"0.94","-0.72","0.26","1.05",,"605131",,"2","6","Top",,,,,"642336",,,2.06898218383152,-123.773378026862,-2.08446188607861,9.0892594038806,26.2789251434333,-39.3380109860002,"3.26","1.56",,,,"84.7","3033","6.2",566292,664208,"642336","543333","435079","594824","592518","543105","571976","614177","54.28",,,"0","1","0","0",,"49","5","Cutter","4","3","3","4","3","4","3","4","Standard","Standard","52","0.054","-0.275"
"FF","2019-05-05","90.2","2.38","5.81","Erlin, Robbie",571970,572362,,"ball",,,,,"12","Max Muncy walks.","R","L","L","SD","LAD","B",,,"2","2",2019,"0.68","1.43","1.01","3.02",,,,"0","8","Top",,,,,"642336",,,-4.84651964033915,-131.181766685117,-3.96891919881486,8.86547704507406,28.4146203524054,-15.1902287250303,"3.22","1.54",,,,"89.8","2337","6.1",566292,572362,"642336","543333","435079","594824","592518","571976","622534","614177","54.35",,,,,,,,"59","5","4-Seam Fastball","4","3","3","4","3","4","3","4","Infield shift","Standard","154","0","0.102"
"SL","2019-05-05","84.9","-1.12","5.85","Warren, Adam",571771,476589,,"called_strike",,,,,"5","Enrique Hernandez flies out sharply to left fielder Wil Myers.","R","R","R","SD","LAD","S",,,"2","1",2019,"0.48","0.33","-0.17","2.51",,,,"0","9","Top",,,,,"642336",,,1.28545175000154,-123.614820600007,-2.1635486511906,4.54125084930882,23.2258342398649,-28.6871365044739,"3.47","1.7",,,,"84","2212","5.6",566292,476589,"642336","543333","435079","594824","592518","571976","622534","614177","54.94",,,,,,,,"67","4","Slider","4","5","5","4","5","4","5","4","Standard","Standard","125","0","-0.073"
"FF","2019-05-05","89.2","2.36","6.02","Margevicius, Nick",457759,676606,,"ball",,,,,"13","Justin Turner flies out to right fielder Franmil Reyes.","R","R","L","SD","LAD","B",,,"1","0",2019,"0.1","1.42","-0.32","0.49",,,,"1","1","Top",,,,,"642336",,,-6.73113735005263,-129.446719855895,-10.4230662554059,2.44409732749841,25.6308564251649,-14.5567671518934,"3.62","1.71",,,,"88.7","2172","6",566292,676606,"642336","543333","435079","594824","592518","543105","571976","614177","54.51",,,,,,,,"2","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","176","0","0.049"
"FF","2019-05-05","93.1","-1.34","5.37","Maton, Phil",571771,664208,,"foul",,,,,"3","Enrique Hernandez strikes out swinging.","R","R","R","SD","LAD","S",,,"2","1",2019,"0.02","1.19","0.61","2.96",,"605131",,"2","6","Top",,,,,"642336",,,5.02593886849541,-135.772420408055,-3.18505879423896,-0.748231484426249,26.3692875003508,-16.6850745157092,"3.26","1.56",,,,"94.6","2673","6.8",566292,664208,"642336","543333","435079","594824","592518","543105","571976","614177","53.68",,,,,,,,"49","4","4-Seam Fastball","4","3","3","4","3","4","3","4","Standard","Standard","179","0","-0.071"
"SL","2019-05-05","88.9","2.24","5.78","Erlin, Robbie",571970,572362,,"ball",,,,,"13","Max Muncy walks.","R","L","L","SD","LAD","B",,,"1","2",2019,"-0.08","1.29","-0.75","1.08",,,,"0","8","Top",,,,,"642336",,,-7.17544818858592,-129.237483488089,-8.25796314220008,0.462448460095037,24.07530983984,-16.1856626789425,"3.22","1.65",,,,"89.4","2479","6.4",566292,572362,"642336","543333","435079","594824","592518","571976","622534","614177","54.1",,,,,,,,"59","4","Slider","4","3","3","4","3","4","3","4","Infield shift","Strategic","183","0","0.042"
"SL","2019-05-05","85.5","-1.22","5.78","Warren, Adam",571771,476589,,"ball",,,,,"14","Enrique Hernandez flies out sharply to left fielder Wil Myers.","R","R","R","SD","LAD","B",,,"1","1",2019,"0.42","0.35","0.84","1.44",,,,"0","9","Top",,,,,"642336",,,3.99180589525012,-124.403041371345,-4.62608069137852,3.47710548886052,23.575370726263,-27.9641290771436,"3.47","1.7",,,,"84.8","2222","5.7",566292,476589,"642336","543333","435079","594824","592518","571976","622534","614177","54.79",,,,,,,,"67","3","Slider","4","5","5","4","5","4","5","4","Standard","Standard","130","0","0.054"
"SL","2019-05-05","87.1","2.33","5.8","Erlin, Robbie",571970,572362,,"ball",,,,,"13","Max Muncy walks.","R","L","L","SD","LAD","B",,,"0","2",2019,"-0.36","0.75","-0.84","2.36",,,,"0","8","Top",,,,,"642336",,,-6.88495695347228,-126.733888388625,-3.66482745558723,-2.58133646717677,24.180627551705,-23.6055338663641,"3.23","1.52",,,,"87.2","2459","6.2",566292,572362,"642336","543333","435079","594824","592518","571976","622534","614177","54.27",,,,,,,,"59","3","Slider","4","3","3","4","3","4","3","4","Infield shift","Strategic","206","0","0.019"
"FF","2019-05-05","88.0","2.36","6.04","Margevicius, Nick",457759,676606,,"ball",,,,,"14","Justin Turner flies out to right fielder Franmil Reyes.","R","R","L","SD","LAD","B",,,"0","0",2019,"0.19","1.18","0.27","1.04",,,,"1","1","Top",,,,,"642336",,,-5.40474944903228,-127.883825613931,-8.4345520749792,3.06921954837771,23.5166123423509,-17.9692727286131,"3.65","1.69",,,,"87.9","1995","6",566292,676606,"642336","543333","435079","594824","592518","543105","571976","614177","54.46",,,,,,,,"2","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","171","0","0.028"
"FF","2019-05-05","92.0","-1.07","5.34","Maton, Phil",571771,664208,,"ball",,,,,"14","Enrique Hernandez strikes out swinging.","R","R","R","SD","LAD","B",,,"1","1",2019,"0.01","0.95","1.34","1.90",,"605131",,"2","6","Top",,,,,"642336",,,6.13427949415059,-133.932972643732,-5.04626011255481,-1.09041214768798,27.0283155669021,-19.7039845362894,"3.46","1.71",,,,"93.2","2618","6.8",566292,664208,"642336","543333","435079","594824","592518","543105","571976","614177","53.67",,,,,,,,"49","3","4-Seam Fastball","4","3","3","4","3","4","3","4","Standard","Standard","179","0","0.033"
